hospital,demand,seed,variant,public_p90_s,bed_p90_s,public_mean_s,bed_mean_s,public_count,bed_count,trips,utilization_pct,clearance_min
dushu,1.4,223,b,85.2185038613663,735.2660511115446,48.43699776660785,363.0975333997045,1495,91,763,96.60905190831481,16.608578968521456
dushu,1.4,269,a,107.95197905891085,169.7879874254416,54.76825488301174,105.54013409705384,1442,85,763,99.87854715118401,2.2125001221581746
dushu,1.4,269,b,91.94975681172878,1595.7640367636118,52.30669233242075,747.1423327218819,1442,85,756,97.55615093545504,1.6450745724066413
dushu,1.4,317,a,112.08875876317488,152.48294779840083,59.30467546637315,104.25317732183561,1472,107,727,99.53360324177483,2.1755563558525863
dushu,1.4,317,b,89.25988968379546,1526.2527094969064,51.13479239097396,939.3563937025687,1472,107,776,99.36965848713083,31.078633042470514
dushu,1.4,373,a,124.32374412409699,174.93947379476413,63.4184739887199,110.4171142427212,1437,106,723,99.59855010461787,2.5337321207299586
dushu,1.4,373,b,90.51980329777447,2222.26749661585,50.377492948604775,985.4382809228597,1437,106,777,98.23251100113399,40.70246139151847
dushu,1.4,431,a,128.3878560229212,159.12978113383988,69.0518774668191,117.54318081157264,1512,123,692,99.748361454957,1.4826739269180205
dushu,1.4,431,b,91.90560995286334,2932.456855773799,50.84452132314523,1444.226721913261,1512,123,792,99.62342025084973,57.96322680674154
nanjing,0.6,13,a,50.982880836927684,60.372058185530584,24.540329076496505,35.28104795595592,672,48,640,82.40909683505203,0.6693867641520834
nanjing,0.6,13,b,51.14799490917627,150.86156544577392,26.511139949364424,68.18039549894802,672,48,611,78.16426825433201,1.1743867641520713
nanjing,0.6,29,a,46.447654264583434,73.74262730445392,23.7323943219334,45.19759809099719,636,44,617,78.20497060891644,1.9221092659394647
nanjing,0.6,29,b,52.78603260409426,337.8594683226459,26.88294348774647,112.51692739005938,636,44,593,73.91178316354522,3.5533967567603213
nanjing,0.6,47,a,40.970928025567275,61.07224890170347,20.92288829034188,33.040936738921,659,35,627,78.387748445624,0.528211191507459
nanjing,0.6,47,b,49.51676906593076,137.53790268269842,25.74709631036136,57.2323832786222,659,35,591,73.65501011477876,0.8014516538169422
nanjing,0.6,71,a,46.39662334286014,69.1811288201745,24.16282345007846,38.507985124210215,665,38,633,79.19441022374023,0.7990935015169573
nanjing,0.6,71,b,54.53730382754666,184.67058952397917,28.579117185744604,74.87198753847619,665,38,600,74.91684434639461,0.8695725960986844
nanjing,0.6,101,a,51.27769511388378,74.52144990616098,25.20280515483708,44.71822814053145,678,49,649,83.7269913098685,0.5581210378308848
nanjing,0.6,101,b,52.85083334668685,146.52912523238012,27.189435490888734,64.93354171171025,678,49,620,78.55911085447455,0.8888200055737495
nanjing,0.6,137,a,45.92148870943205,92.14094901845951,23.735876713766054,45.86773418027655,637,32,597,74.42496397244103,0.553473518183758
nanjing,0.6,137,b,47.87322497206716,152.21068756741465,24.13654710677924,69.54705045411777,637,32,565,69.85991767614475,0.553473518183758
nanjing,0.6,179,a,46.391607489907074,61.97783084941149,23.225043569875474,39.191279764678406,641,46,612,78.8162730350632,1.2264589226309301
nanjing,0.6,179,b,51.15892088235614,105.73430839404864,26.630742636858336,47.10521928054492,641,46,592,74.71529610924912,1.541458922630894
nanjing,0.6,223,a,44.22913532029338,68.67446089693277,22.119115178811086,37.22198012886327,636,35,609,77.23756074148206,0.4572419757949016
nanjing,0.6,223,b,53.208347649869665,164.3606842698353,27.39293132372682,75.6564868116436,636,35,576,71.64535706251036,0.6471998219294013
nanjing,0.6,269,a,57.621344828846865,76.59987017791326,26.932100298183517,51.12865205366719,627,43,604,77.77740690572892,0.537416939899443
nanjing,0.6,269,b,54.61109676888299,178.00629615590498,27.94953231324484,94.08417660877193,627,43,588,74.95085424447997,0.5474169398994188
nanjing,0.6,317,a,48.03949268207379,67.01966367330174,23.469165394519322,42.78772627198925,632,50,608,78.47088843461034,2.004961068146925
nanjing,0.6,317,b,43.4524309093857,179.23153615162016,23.49191807408485,76.2037359121969,632,50,581,73.57571955652512,5.723153338505714
nanjing,0.6,373,a,44.53231055887919,67.1330250512542,22.438836398879182,40.947123009495975,609,37,585,74.22840079304875,1.506700887904905
nanjing,0.6,373,b,51.58970953061289,132.2313198803107,25.094984584181834,65.98047054982042,609,37,562,70.06428042267838,2.011700887904893
